fixed tweet,tweet length,number of words,number of lines,number of short words,upload hour,tweet source code,included media(?),number of user mentions,number of links,number of hashtags,emojis,pcfg rules,negativity score,neutrality score,positivity score,part of speech tagging,
Hey it's almost like *everything* about Trump's Middle East policy has to be kept in the family like it's a major crime or something,132,24,1,14,15,1,0,0,1,0,,"{""NP"": {""NP#SBAR"": 2, ""NNP#POS"": 1, ""NP#ADJP#NN"": 1, ""DT#JJ#NN"": 1, ""NP#CC#NP"": 1}, ""X"": {""SYM"": 2, ""X#PP"": 1}, ""FRAG"": {""X#NP"": 1, ""NP#X"": 1}, ""SBAR"": {""IN#FRAG"": 1, ""S"": 2, ""IN#S"": 1}, ""ADJP"": {""ADVP#SBAR"": 1, ""NNP#NNP"": 1}, ""VP"": {""VBZ#ADJP"": 1, ""VBZ#NP"": 1, ""VBN#PP#SBAR"": 1, ""VB#VP"": 1, ""VBZ#S"": 1}, ""ROOT"": {""FRAG"": 1}}",0.125,0.716,0.158,"{""!"": 1, ""L"": 2, ""R"": 1, ""P"": 5, "","": 2, ""N"": 5, ""Z"": 1, ""^"": 2, ""V"": 3, ""D"": 2, ""A"": 1, ""&"": 1}","['{""!"": 1, ""L"": 2, ""R"": 1, ""P"": 5, "","": 2, ""N"": 5, ""Z"": 1, ""^"": 2, ""V"": 3, ""D"": 2, ""A"": 1, ""&"": 1}']"
"LOL! Won't happen, I'm afraid, so you'd best buy it ASAP What's been on this Twitter feed over the past year is only about 10% of what's in the book, and unfortunately had to beeven at thatscattered over hundreds or even thousands of tweets posted across many, many months",272,49,1,30,15,1,0,0,1,0,😉:1,"{""INTJ"": {""UH#."": 1}, ""ROOT"": {""INTJ"": 1, ""SINV"": 1}, ""NP"": {""DT#NNP#NN"": 1, ""DT#JJ#NN"": 1, ""NP#SBAR"": 1, ""QP#NN"": 1, ""JJ#,#JJ#NNS"": 1, ""NP#VP"": 1}, ""ADJP"": {""JJ"": 1}, ""VP"": {""VBP#ADJP"": 1, ""VBN#PP#PP"": 1, ""VBZ#VP"": 1, ""VBZ#PP"": 1, ""VBZ#NP"": 1, ""VB#PP"": 1, ""VBD#S"": 1, ""VB#NP#SBAR"": 1, ""MD#ADVP#VP"": 1, ""VB#PRN#SBAR"": 1, ""MD#RB#VP"": 1, ""VBN#PP"": 1}, ""S"": {""ADVP#VP"": 1}, ""PRN"": {"",#S#,"": 1}, ""ADVP"": {""RBS"": 1}, ""WHNP"": {""WP"": 2}, ""PP"": {""IN#SBAR"": 1}, ""SBAR"": {""WHNP#S"": 2, ""S#,#CC#S"": 1, ""IN#S#CC#RB"": 1}, ""QP"": {""RB#RB#CD"": 1}, ""SINV"": {""VP#NP"": 1}}",0.042,0.811,0.146,"{""!"": 1, "","": 5, ""V"": 9, ""L"": 4, ""A"": 5, ""P"": 11, ""O"": 1, ""R"": 4, ""D"": 3, ""^"": 2, ""N"": 6, ""$"": 1, ""&"": 2}","['{""!"": 1, "","": 5, ""V"": 9, ""L"": 4, ""A"": 5, ""P"": 11, ""O"": 1, ""R"": 4, ""D"": 3, ""^"": 2, ""N"": 6, ""$"": 1, ""&"": 2}']"
"Rum and Cokes for President He can't cite it for anything preceding the transition and maybe not the transition, either; moreover, Greenblatt took actions in the Middle East that he can testify to because they do not involve advising the president; as ever, Congress would have to take Trump to court, though",308,52,1,28,15,1,0,1,0,0,,{},0.0,1.0,0.0,"{""N"": 8, ""&"": 3, ""P"": 10, ""^"": 6, ""O"": 4, ""V"": 12, ""D"": 4, ""R"": 5, "","": 6}","['{""N"": 8, ""&"": 3, ""P"": 10, ""^"": 6, ""O"": 4, ""V"": 12, ""D"": 4, ""R"": 5, "","": 6}']"
"PS/ Greenblatt got his role *because* he was Trump's lawyerand Trump knew that no matter what Greenblatt saw Trump and Kushner do with respect to Middle East policy he wouldn't squeal. He's the equivalent of a fixerlike Cohenand he was an executor not a designer of the ""plan.""",277,48,1,28,15,1,0,0,0,0,,"{""NP"": {""PRP$#NN#NN"": 1, ""NNP#POS"": 1, ""NP#NN"": 1, ""DT"": 1, ""NNP#CC#NNP"": 1, ""ADJP#NN"": 1, ""NP#SBAR"": 2, ""DT#JJ#NN"": 1, ""DT#``#NN"": 1}, ""X"": {""SYM"": 1}, ""WHNP"": {""WP"": 1}, ""ADJP"": {""NNP#NNP"": 1}, ""VP"": {""VBP#PP#PP"": 1, ""VBD#SBAR"": 1, ""VBD#NP#ADVP"": 1, ""VBD#NP"": 1, ""VB"": 1, ""MD#RB#VP"": 1, ""VBD#NP#SBAR"": 1, ""VBD#ADVP#NP"": 1, ""VBZ#NP"": 1}, ""S"": {""SBAR#NP#VP"": 1}, ""SBAR"": {""S"": 3, ""WHNP#S"": 1, ""X#S"": 1, ""IN#S"": 1}, ""ADVP"": {""DT#NN#SBAR"": 1, ""NP#RB"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.045,0.87,0.085,"{""!"": 1, ""^"": 8, ""V"": 10, ""D"": 7, ""N"": 8, "","": 6, ""P"": 6, ""O"": 4, ""Z"": 1, ""&"": 1, ""L"": 1, ""R"": 1}","['{""!"": 1, ""^"": 8, ""V"": 10, ""D"": 7, ""N"": 8, "","": 6, ""P"": 6, ""O"": 4, ""Z"": 1, ""&"": 1, ""L"": 1, ""R"": 1}']"
"Congress needs this man to testify on the record, under oath, in public",71,13,1,6,15,1,0,0,1,0,,"{""NP"": {""DT#NN#S"": 1}, ""VP"": {""VB#PP#,#PP#,#PP"": 1, ""VBZ#NP"": 1}}",0.0,1.0,0.0,"{""^"": 1, ""V"": 2, ""D"": 2, ""N"": 3, ""P"": 4, "","": 2, ""A"": 1}","['{""^"": 1, ""V"": 2, ""D"": 2, ""N"": 3, ""P"": 4, "","": 2, ""A"": 1}']"
For anyone looking for the PROOF OF CONSPIRACY excerpt thread I posted hours before the book droppedi.e. Monday nighthere it is:,128,21,1,9,15,1,0,0,1,0,,"{""NP"": {""DT#NNP"": 1, ""JJ#NN#NN"": 1, ""NP#VP"": 1, ""DT#NN#NN"": 1}, ""VP"": {""VBG#PP"": 1, ""VBD#NP#PP"": 1, ""VBZ"": 1, ""VBP#SBAR"": 1}, ""S"": {""PP#NP#VP#."": 1, ""NP#VP#:"": 1}, ""SBAR"": {""S"": 1}}",0.179,0.821,0.0,"{""P"": 4, ""N"": 7, ""V"": 5, ""D"": 3, ""O"": 2, ""^"": 1, "","": 1}","['{""P"": 4, ""N"": 7, ""V"": 5, ""D"": 3, ""O"": 2, ""^"": 1, "","": 1}']"
"Crooked Donald Deedles Anthony Scaramucci Virginia Heffernan Yes, the soft-shoeing must stop and I hope Scaramucci's choice will become a trend",143,21,1,9,15,1,0,4,0,0,"🙈:1,🙉:1,🙊:1,🐶:1,🐝:3,🐕:1,🐾:1","{""NP"": {""NNP#NNP#NNP#NNP#NNP#NNP"": 1, ""NNP#POS"": 1, ""NP#NN"": 1, ""NP#SBAR"": 1}, ""INTJ"": {""UH"": 1}, ""VP"": {""VB"": 1, ""MD#VP"": 2, ""VBP#SBAR"": 1}, ""S"": {""INTJ#,#NP#VP"": 1, ""S#CC#S"": 1}, ""SBAR"": {""S"": 2}}",0.092,0.672,0.235,"{""A"": 2, ""^"": 6, ""!"": 1, "","": 1, ""D"": 2, ""V"": 5, ""&"": 1, ""O"": 1, ""Z"": 1, ""N"": 2}","['{""A"": 2, ""^"": 6, ""!"": 1, "","": 1, ""D"": 2, ""V"": 5, ""&"": 1, ""O"": 1, ""Z"": 1, ""N"": 2}']"
"Deedles Anthony Scaramucci Virginia Heffernan PS2/ The criticism of Scaramucci is that he didn't agree with most of what the president was doing but soft-shoed those disagreements. I don't think he's one of those who analysts call out as being a ""liar for Trump,"" but an enabler whoyes, for personal reasonsceased being so.",323,53,1,27,14,1,0,3,0,0,"🐶:1,🐝:3,🐕:1,🐾:1","{""NP"": {""NNP#NNP#NNP#NNP#NNP#NNP"": 1, ""JJS"": 1, ""DT#NNS"": 1, ""CD"": 1, ""DT"": 1, ""DT#``#NN"": 1, ""NP#SBAR"": 1, ""JJ#NN"": 1}, ""PP"": {""IN#SBAR"": 1, ""IN#S"": 1}, ""WHNP"": {""WP"": 2}, ""VP"": {""VBG"": 1, ""VBD#VP"": 1, ""VB#PP"": 1, ""VBD#RB#VP"": 1, ""VBD#NP"": 1, ""VP#CC#VP"": 1, ""VBZ#SBAR"": 1, ""VBG#NP"": 1, ""VBP#PRT#PP"": 1, ""VBZ#NP"": 1, ""VBG#ADVP"": 1, ""VBZ#,#PP#S"": 1, ""VB#SBAR"": 1, ""VBP#RB#VP"": 1}, ""SBAR"": {""WHNP#S"": 2, ""IN#S"": 1, ""S#,#CC#S"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}, ""PRT"": {""RP"": 1}}",0.199,0.801,0.0,"{""^"": 8, ""D"": 5, ""N"": 8, ""P"": 8, ""V"": 10, ""O"": 5, ""A"": 3, ""&"": 2, "","": 6, ""L"": 1, ""$"": 1, ""T"": 1, ""R"": 1}","['{""^"": 8, ""D"": 5, ""N"": 8, ""P"": 8, ""V"": 10, ""O"": 5, ""A"": 3, ""&"": 2, "","": 6, ""L"": 1, ""$"": 1, ""T"": 1, ""R"": 1}']"
"Deedles Anthony Scaramucci PS/ I believeas I'm sure Virginia Heffernan doesthat Scaramucci is an interesting person with an interesting story, credibility aside. I don't think Slate is interviewing him as though he's a journalist or the final word on anything, but a complex figure who has been in the Trump orbit.",314,51,1,25,14,1,0,3,0,0,"🐶:1,🐝:3,🐕:1,🐾:1","{""NP"": {""NNP#NNP#NNP#NNP"": 2, ""DT#JJ#NN"": 4, ""NP#,#NP"": 1, ""NP#CC#NP"": 1, ""DT#NNP#NN"": 1, ""NP#SBAR"": 1, ""NP#,#CC#NP"": 1}, ""VP"": {""VBZ#NP#PP#ADVP"": 1, ""VBP#ADJP"": 1, ""VBZ#SBAR"": 1, ""VBN#PP"": 1, ""VBZ#VP"": 2, ""VBZ#NP"": 1, ""VBG#NP#SBAR"": 1, ""VB#SBAR"": 1, ""VBP#RB#VP"": 1}, ""SBAR"": {""S"": 3, ""WHNP#S"": 1, ""RB#IN#S"": 1}, ""ADJP"": {""JJ#SBAR"": 1}, ""FRAG"": {""NP#:#S#."": 1}, ""ROOT"": {""FRAG"": 1}, ""WHNP"": {""WP"": 1}}",0.0,0.892,0.108,"{""^"": 8, ""!"": 1, ""O"": 4, ""V"": 8, ""L"": 2, ""A"": 5, ""D"": 6, ""N"": 10, ""P"": 5, "","": 4, ""&"": 2}","['{""^"": 8, ""!"": 1, ""O"": 4, ""V"": 8, ""L"": 2, ""A"": 5, ""D"": 6, ""N"": 10, ""P"": 5, "","": 4, ""&"": 2}']"
"Deedles Anthony Scaramucci I've spoken with him a few times, but really don't mean to give the impression that I know him. I don't. I have contact with all sorts of folks in and out of government, on both sides of the aisle, almost all of it backchannel. (I'm also not a person obsessed with optics, sorry.)",307,57,1,36,14,1,0,2,0,0,"🐶:1,🐝:3,🐕:1,🐾:1","{""NP"": {""NNP#NNP#NNP"": 1, ""DT#JJ#NNS"": 1, ""NP#SBAR"": 1, ""DT#NNS"": 2, ""DT"": 1}, ""PP"": {""IN"": 1}, ""VP"": {""VBN#PP#NP"": 1, ""ADVP"": 1, ""VP#,#CC#VP"": 1, ""VBP#VP"": 1, ""VBP#NP"": 1, ""VB#NP#SBAR"": 1, ""VB#S"": 1, ""VBP#RB#VP"": 1, ""VBP#RB"": 1, ""VBP#NP#PP#PP"": 1, ""ADVP#VBP"": 1, ""VP#CC#VP"": 1, ""VBN#PP#,#S"": 1, ""VBP#ADVP#RB#NP#S"": 1}, ""ADVP"": {""IN#PP#,#PP"": 1, ""ADVP#,#RB#NP"": 1}, ""S"": {""ADJP"": 1, ""-LRB-#NP#VP#.#-RRB-"": 1}, ""SBAR"": {""S"": 1, ""IN#S"": 1}, ""ADJP"": {""JJ"": 1}}",0.0,0.924,0.076,"{""^"": 3, ""L"": 2, ""V"": 8, ""P"": 12, ""O"": 6, ""D"": 7, ""A"": 2, ""N"": 11, "","": 10, ""&"": 2, ""R"": 4}","['{""^"": 3, ""L"": 2, ""V"": 8, ""P"": 12, ""O"": 6, ""D"": 7, ""A"": 2, ""N"": 11, "","": 10, ""&"": 2, ""R"": 4}']"
"Greg Not in the sense I think you meani.e. not once did they say ""this is false and has to go."" What often happens with fact-checkers is they say, ""you need to clarify this"" or ""this word isn't the most accurate one to describe this"" (&c). They found nothing made up, needless to say.",284,54,1,35,14,1,0,1,0,0,,"{""NP"": {""DT#NN#NN"": 1, ""RB"": 1, ""DT"": 3, ""WP"": 1, ""SYM"": 2, ""NP#NP"": 1, ""DT#ADJP#NN#S"": 1}, ""ADVP"": {""RB#PP"": 1}, ""ADJP"": {""JJ"": 2, ""RBS#JJ"": 1, ""JJ#S"": 1}, ""S"": {""NP#ADJP"": 1, ""NP#ADVP#VP#."": 2, ""``#NP#VP"": 1, ""RB#NP#VP#."": 1}, ""VP"": {""VBP#S"": 3, ""VBZ#ADJP"": 1, ""VBD#SBAR"": 2, ""VB"": 2, ""VBZ#S"": 1, ""VP#CC#VP"": 1, ""VBP#,#``#S"": 1, ""VB#NP#PRN"": 1, ""VBZ#RB#NP"": 1, ""VBZ#SBAR"": 2, ""VBD#PRT#,#ADJP"": 1}, ""SBAR"": {""S"": 3, ""``#S"": 1, ""SBAR#CC#SBAR"": 1, ""IN#S"": 1}, ""PRN"": {""-LRB-#NP#-RRB-"": 1}, ""PRT"": {""RP"": 1}}",0.0,1.0,0.0,"{""^"": 1, ""R"": 5, ""P"": 6, ""D"": 5, ""N"": 5, ""O"": 8, ""V"": 17, ""L"": 1, "","": 12, ""A"": 3, ""&"": 3, ""$"": 1, ""T"": 1}","['{""^"": 1, ""R"": 5, ""P"": 6, ""D"": 5, ""N"": 5, ""O"": 8, ""V"": 17, ""L"": 1, "","": 12, ""A"": 3, ""&"": 3, ""$"": 1, ""T"": 1}']"
"Ask Anthony Scaramucci if he's read PROOF OF CONSPIRACY, as he has a copy and he and I have chatted about it",108,22,1,16,14,1,0,1,1,0,,"{""NP"": {""PRP#CC#PRP"": 1}, ""VP"": {""VBZ#NP"": 1, ""VBN#PP"": 1, ""VBP#VP"": 1, ""VBN#NP#,#SBAR"": 1, ""VBZ#VP"": 1, ""VB#NP#SBAR"": 1}, ""S"": {""S#CC#S"": 1}, ""SBAR"": {""IN#S"": 2}}",0.179,0.821,0.0,"{""V"": 5, ""^"": 2, ""P"": 4, ""L"": 1, ""N"": 3, "","": 1, ""O"": 4, ""D"": 1, ""&"": 2}","['{""V"": 5, ""^"": 2, ""P"": 4, ""L"": 1, ""N"": 3, "","": 1, ""O"": 4, ""D"": 1, ""&"": 2}']"
"FACTS ABOUT PROOF OF CONSPIRACY 970 pages (592 print, 378 digital) 3,250 endnotes 4,330 citations Fact-checked by 5 professional fact-checkers Major-media sources from 20 nations Named one of the Top 10 Current Affairs books for September 2019 by Barnes & Noble",261,41,1,17,14,1,0,0,0,0,,"{""NP"": {""CD#NNS"": 4, ""CD#NN"": 1, ""CD#JJ#JJ#JJ#NNS"": 1, ""CD"": 1, ""DT#ADJP#NNP#NNP#NNS"": 1, ""NNP#CD"": 1, ""NNP#CC#NNP"": 1, ""NP#VP"": 1, ""NP#ADJP"": 1, ""NP#PRN#NP"": 1}, ""VP"": {""VBZ#NP"": 1, ""VBN#NP#PP#PP"": 1}, ""PRN"": {""-LRB-#NP#,#NP#-RRB-"": 1}, ""ADJP"": {""NP#JJ"": 1, ""NNP#CD"": 1, ""ADJP#PP"": 1}, ""SINV"": {""VP#NP"": 1}, ""ROOT"": {""SINV"": 1}}",0.092,0.801,0.107,"{""N"": 13, ""P"": 7, ""$"": 10, "","": 3, ""V"": 2, ""A"": 4, ""D"": 1, ""^"": 3, ""&"": 1}","['{""N"": 13, ""P"": 7, ""$"": 10, "","": 3, ""V"": 2, ""A"": 4, ""D"": 1, ""^"": 3, ""&"": 1}']"
SPOILER ALERT: there will be no fact-checking team on this book,63,11,1,7,14,1,0,0,1,0,,"{""NP"": {""EX"": 1, ""DT#JJ#NN"": 1}, ""VP"": {""MD#VP"": 1}, ""FRAG"": {""NP#:#S"": 1}, ""ROOT"": {""FRAG"": 1}}",0.156,0.637,0.208,"{""N"": 5, "","": 1, ""X"": 1, ""V"": 2, ""D"": 2, ""P"": 1}","['{""N"": 5, "","": 1, ""X"": 1, ""V"": 2, ""D"": 2, ""P"": 1}']"
V For Veracity Rachel Maddow MSNBC Lawrence O'Donnell (UPDATE) I'll be on MSNBC on Saturday,91,15,1,6,13,1,0,3,0,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP#NNP"": 1, ""NP#PRN"": 1, ""NP#SBAR"": 1}, ""PRN"": {""-LRB-#NP#-RRB-"": 1}, ""VP"": {""VB#PP#PP"": 1, ""MD#VP"": 1}, ""SBAR"": {""S"": 1}, ""FRAG"": {""NP#PP"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""^"": 8, ""P"": 3, ""N"": 2, "","": 2, ""L"": 1, ""V"": 1}","['{""^"": 8, ""P"": 3, ""N"": 2, "","": 2, ""L"": 1, ""V"": 1}']"
"OUT NOW! / PLEASE RETWEET Amazon bestseller in 16 categories Sequel to NYT bestseller Proof of Collusion ""A richly documented indictment of power and corruption"" Kirkus ""A terrifying glimpse into realpolitik in the modern age"" Barnes & Noble",241,38,1,17,13,1,0,0,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""CD#NNS"": 1, ""NNP#NNP#NNP"": 1, ""DT#ADJP#NN"": 1, ""NN#CC#NN"": 1, ""DT#JJ#NN"": 2, ""NNP#CC#NNP"": 1, ""``#NP#PP#NP"": 1, ""NP#SBAR"": 1}, ""FRAG"": {""NP#ADVP#."": 1}, ""ROOT"": {""FRAG"": 1, ""PRN"": 1}, ""ADJP"": {""ADVP#VBN"": 1}, ""VP"": {""VBZ#NP"": 1}, ""S"": {""NP#``#NP#VP"": 1}, ""SBAR"": {""S"": 1}, ""PRN"": {"":#NP"": 1}}",0.081,0.679,0.239,"{""P"": 7, ""R"": 2, "","": 6, ""V"": 3, ""^"": 5, ""N"": 12, ""$"": 1, ""D"": 3, ""&"": 2, ""A"": 2}","['{""P"": 7, ""R"": 2, "","": 6, ""V"": 3, ""^"": 5, ""N"": 12, ""$"": 1, ""D"": 3, ""&"": 2, ""A"": 2}']"
"One of my favorite videogame tracks of all time. Goodnight, all.",64,11,1,6,5,1,0,0,1,0,,"{""NP"": {""CD"": 1, ""PRP$#JJ#NN"": 1, ""DT"": 1, ""NP#,#NP#."": 1}, ""VP"": {""VBZ#PP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.769,0.231,"{""$"": 1, ""P"": 2, ""D"": 2, ""A"": 1, ""N"": 3, "","": 3, ""!"": 1, ""X"": 1}","['{""$"": 1, ""P"": 2, ""D"": 2, ""A"": 1, ""N"": 3, "","": 3, ""!"": 1, ""X"": 1}']"
Definitely a truth-is-stranger-than-fiction situation,53,4,1,1,1,1,0,0,1,0,,"{""NP"": {""DT#JJ#NN"": 1}, ""FRAG"": {""ADVP#NP"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,0.426,0.574,"{""R"": 1, ""D"": 1, ""N"": 2}","['{""R"": 1, ""D"": 1, ""N"": 2}']"
Thx,3,1,1,1,1,1,0,0,1,0,😀:1,"{""ROOT"": {""NP"": 1}}",0.0,0.0,1.0,"{""N"": 1}","['{""N"": 1}']"
If only we knew someone in the White House who does everything in Sharpie like a child ,87,17,1,11,23,1,0,0,1,0,,"{""NP"": {""RB#PRP"": 1, ""DT#NNP#NNP"": 1, ""NP#PP#SBAR"": 1}, ""WHNP"": {""WP"": 1}, ""VP"": {""VBZ#NP#PP"": 1, ""VBD#NP"": 1}, ""SBAR"": {""WHNP#S"": 1, ""IN#S"": 1}, ""ROOT"": {""SBAR"": 1}}",0.0,0.857,0.143,"{""P"": 4, ""R"": 1, ""O"": 2, ""V"": 2, ""N"": 4, ""D"": 2, ""^"": 2}","['{""P"": 4, ""R"": 1, ""O"": 2, ""V"": 2, ""N"": 4, ""D"": 2, ""^"": 2}']"
Tony Shaffer I bet DoD lies to you about reunion dates,54,11,1,7,23,1,0,1,0,0,,"{""NP"": {""NN#NNS"": 1, ""NP#SBAR"": 1}, ""VP"": {""VBZ#PP#PP"": 1, ""VBD#SBAR"": 1}, ""SBAR"": {""S"": 2}, ""FRAG"": {""NP"": 1}, ""ROOT"": {""FRAG"": 1}}",0.237,0.763,0.0,"{""^"": 3, ""O"": 2, ""V"": 1, ""N"": 3, ""P"": 2}","['{""^"": 3, ""O"": 2, ""V"": 1, ""N"": 3, ""P"": 2}']"
Tony Shaffer Do you even troll bro,34,7,1,5,23,1,0,1,0,0,,"{""ADJP"": {""RB#JJ"": 1}, ""S"": {""NP#ADJP#ADVP"": 1}, ""VP"": {""VBP#S"": 1}}",0.0,1.0,0.0,"{""^"": 2, ""V"": 1, ""O"": 1, ""R"": 1, ""N"": 2}","['{""^"": 2, ""V"": 1, ""O"": 1, ""R"": 1, ""N"": 2}']"
Tony Shaffer Seek immediate assistance in yr area T.S.,54,9,1,6,23,1,0,1,0,0,,"{""NP"": {""JJ#NN"": 1, ""NN#NN#NNP"": 1}, ""VP"": {""VBP#NP"": 1}}",0.0,1.0,0.0,"{""^"": 3, ""V"": 1, ""A"": 1, ""N"": 3, ""P"": 1}","['{""^"": 3, ""V"": 1, ""A"": 1, ""N"": 3, ""P"": 1}']"
"JH, (((DeanObeidallah))) and I have spoken a few times beforehope to do so again!",81,14,1,9,23,1,0,1,1,0,,"{""NP"": {""-LRB-#NNP#NNP#-RRB-"": 1, ""DT#JJ#NNS#NN"": 1}, ""VP"": {""VBZ"": 1, ""VB#ADVP"": 1, ""VBN#NP#S"": 1, ""VBP#VP"": 1}, ""S"": {""NP#,#-LRB-#NP#-RRB-#VP"": 1, ""S#CC#S#."": 1}, ""ADVP"": {""RB#RB"": 1}}",0.0,1.0,0.0,"{""^"": 2, "","": 4, ""&"": 1, ""O"": 1, ""V"": 3, ""D"": 1, ""A"": 1, ""N"": 2, ""P"": 1, ""R"": 2}","['{""^"": 2, "","": 4, ""&"": 1, ""O"": 1, ""V"": 3, ""D"": 1, ""A"": 1, ""N"": 2, ""P"": 1, ""R"": 2}']"
Ipe ? Going on MSNBC in under 72 hrs,36,9,1,6,23,1,0,1,0,0,,"{""VP"": {""VB"": 1, ""VBG#PP#PP"": 1}, ""SQ"": {""VP#."": 1}, ""ROOT"": {""SQ"": 1}, ""NP"": {""CD#NN"": 1}, ""PP"": {""IN#PP"": 1}}",0.0,1.0,0.0,"{""^"": 2, "","": 1, ""V"": 1, ""P"": 3, ""$"": 1, ""N"": 1}","['{""^"": 2, "","": 1, ""V"": 1, ""P"": 3, ""$"": 1, ""N"": 1}']"
LINK/ Here's a link to purchase PROOF OF CONSPIRACY on Barnes & Noble:,70,13,1,6,23,1,0,0,1,0,,"{""NP"": {""NNP#CC#NNP"": 1, ""DT#NN#S"": 1}, ""VP"": {""VB#NP#PP"": 1, ""VBZ#NP"": 1}, ""S"": {""NP#ADVP#VP#:"": 1}}",0.256,0.558,0.186,"{""N"": 4, ""L"": 1, ""D"": 1, ""P"": 3, ""V"": 1, ""^"": 2, ""&"": 1, "","": 1}","['{""N"": 4, ""L"": 1, ""D"": 1, ""P"": 3, ""V"": 1, ""^"": 2, ""&"": 1, "","": 1}']"
SOURCE/,7,1,1,0,23,1,0,0,1,0,,"{""ADJP"": {""JJ"": 1}, ""FRAG"": {""ADJP#:"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""N"": 1}","['{""N"": 1}']"
"Huge PROOF OF CONSPIRACY news! Barnes & Noble has named it one of its Top 10 Current Affairs books for September 2019. Per B&N, ""[Proof of Conspiracy] reads more like a summer spy thriller than reality...intriguing...[and] a terrifying glimpse into realpolitik in the modern age.""",280,45,1,23,23,1,1,0,0,0,,"{""NP"": {""JJ#NNS"": 1, ""JJ#NN"": 1, ""NP#PP#."": 1, ""NNP#CC#NNP"": 1, ""CD"": 1, ""PRP$#ADJP#NNP#NNP#NNS"": 1, ""NNP#CD"": 1, ""DT#NN#NN#NN"": 1, ""NP#SBAR"": 1, ""NP#,#NP#:"": 1, ""DT#JJ#NN"": 2}, ""ROOT"": {""NP"": 1}, ""ADJP"": {""NNP#CD"": 1, ""JJR#PP"": 1, ""JJ"": 1, ""ADJP#:#ADJP"": 1}, ""S"": {""NP#NP"": 1}, ""VP"": {""VBN#S"": 1, ""VBZ#VP"": 1, ""VBZ#ADJP"": 1, ""VBZ#CC#VBZ#NP#PP"": 1}, ""SBAR"": {""S"": 1}}",0.144,0.643,0.213,"{""A"": 6, ""N"": 12, ""P"": 9, ""^"": 6, "","": 12, ""&"": 2, ""V"": 3, ""O"": 1, ""$"": 3, ""D"": 4, ""R"": 1}","['{""A"": 6, ""N"": 12, ""P"": 9, ""^"": 6, "","": 12, ""&"": 2, ""V"": 3, ""O"": 1, ""$"": 3, ""D"": 4, ""R"": 1}']"
PS/ I'm not being frivolous here: there's a section of PROOF OF CONSPIRACY in which I identify certain individuals from Trump's 2016 intelligence apparatus as having participated in the spreading of Kremlin propagandaapparently knowingly. That pattern is repeating with Shaffer.,278,40,1,17,21,1,0,0,0,0,,"{""NP"": {""EX"": 1, ""JJ#NNS"": 1, ""NNP#POS"": 1, ""NP#CD#NN#NN"": 1, ""NNP#JJ#NN"": 1, ""NP#PP#SBAR"": 1}, ""ADJP"": {""JJ"": 1}, ""VP"": {""VBG#ADJP#ADVP"": 1, ""VBP#RB#VP"": 1, ""VBD#SBAR"": 1, ""VBN#PP"": 1, ""VBG#VP"": 1, ""VBP#NP#PP"": 1, ""VBZ#NP"": 1, ""VBG#PP"": 1, ""VBZ#VP"": 1}, ""S"": {""S#:#S#."": 1}, ""SBAR"": {""S"": 1, ""WHPP#S"": 1}, ""PP"": {""IN#S"": 1}, ""WHNP"": {""WDT"": 1}, ""WHPP"": {""IN#WHNP"": 1}}",0.093,0.789,0.117,"{""!"": 1, ""L"": 2, ""R"": 3, ""V"": 6, ""A"": 2, "","": 3, ""D"": 4, ""N"": 9, ""P"": 8, ""O"": 1, ""Z"": 1, ""$"": 1, ""^"": 2}","['{""!"": 1, ""L"": 2, ""R"": 3, ""V"": 6, ""A"": 2, "","": 3, ""D"": 4, ""N"": 9, ""P"": 8, ""O"": 1, ""Z"": 1, ""$"": 1, ""^"": 2}']"
